Price,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,JPM,TSLA,MSFT,HDFCBANK.NS,RELIANCE.NS,TCS.NS,AAPL,JPM,TSLA,MSFT,HDFCBANK.NS,RELIANCE.NS,TCS.NS,AAPL,JPM,TSLA,MSFT,HDFCBANK.NS,RELIANCE.NS,TCS.NS,AAPL,JPM,TSLA,MSFT,HDFCBANK.NS,RELIANCE.NS,TCS.NS,AAPL,JPM,TSLA,MSFT,HDFCBANK.NS,RELIANCE.NS,TCS.NS
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/09/2019,53.00747681,98.87275696,16.17066765,132.5059052,16.54458665,8.167782064,26.75851013,53.26059433,99.73450724,16.22066689,133.1136427,16.97734244,8.180378531,27.00717484,52.75194997,98.80516744,15.15999985,131.4613639,16.46269561,8.084013036,26.44319018,53.03399395,99.5908779,15.37733269,132.4109548,16.50863528,8.137549703,26.89053131,75334000,9899200,178267500,17456600,15335780,18350457,4234281
27/09/2019,52.74954605,99.45569611,16.1420002,130.7871857,16.5893229,8.255935426,26.39054874,53.26542208,100.2329562,16.5806675,133.284615,16.71332347,8.293461165,26.76340421,52.378306,99.08396022,15.91533279,129.7616255,16.50132327,8.097949597,26.3295828,53.16417212,99.65845821,16.14666748,133.0851945,16.64332352,8.151557676,26.76083785,101408000,10207800,166746000,22477700,7436585,19058663,2046795
30/09/2019,53.99101257,99.43035889,16.05800056,132.0215912,16.53227445,8.487623596,27.21814604,54.13806151,100.3427916,16.26533318,132.2020157,16.70130851,8.50992194,27.27908252,53.22442844,99.03327851,15.74066734,130.8346028,16.38479178,8.317520471,26.70860741,53.25094559,99.99640661,16.20000076,131.0909964,16.55045864,8.345871417,26.73259457,103909600,9755000,88197000,17280900,9109229,25263770,2620039
1/10/2019,54.14048004,97.62238312,16.31266785,130.1604309,16.71932714,8.263703542,26.54836717,55.0155422,100.5371119,16.39666748,133.180123,16.80233403,8.498651413,27.01233049,54.04646537,97.50410468,15.94200039,130.0939526,16.34846986,8.190242331,26.2873878,54.25619323,100.0302034,16.10000038,132.6198678,16.48770865,8.466987345,27.01233049,139223200,11250300,92439000,21466600,9384176,17920384,3342877
2/10/2019,52.78329849,95.67922974,16.20866776,127.862442,16.67758811,8.243073588,26.4820904,53.89701138,97.07323305,16.30999947,129.4957399,16.76038778,8.477434922,26.94489546,52.53499955,95.40887809,15.96199989,126.846387,16.30765666,8.169795769,26.22176255,53.77165725,96.99719322,16.21933365,129.3817936,16.44654785,8.445849902,26.94489546,138449200,12548700,84471000,30521700,9384176,17920384,3342877
3/10/2019,53.23166656,95.54296112,15.53533268,129.4102325,16.330823,8.277079987,26.47045086,53.26541532,96.15612671,15.63199997,129.8565414,16.60110142,8.300123374,26.73897645,51.86001408,94.12075508,14.95199966,126.504487,16.23472303,8.089258563,26.28929192,52.65552102,95.61108558,15.45733261,128.147275,16.54971385,8.118931168,26.59572056,114426000,12735200,226267500,24132900,8149438,13524851,2317618
4/10/2019,54.72385406,97.61240387,15.42866707,131.157486,15.90621108,8.272595637,26.76160032,54.83956726,97.88492122,15.65200043,131.2809374,16.57337117,8.40224085,26.87228194,53.97173671,95.61109747,15.20466709,129.5431844,15.84738467,8.245718424,26.44756615,54.39359806,95.67071044,15.44066715,129.8565511,16.53393051,8.347220789,26.52028453,138478800,9453100,119925000,22897700,9201816,14992253,2163251
7/10/2019,54.73590088,97.39949036,15.84799957,130.207901,15.91471368,8.309228405,26.43054455,55.42775224,98.36181574,15.90400028,131.214465,16.35652768,8.377092252,27.03461293,54.44180299,97.14400252,15.23666668,130.1129506,15.83761401,8.25595175,26.3440654,54.54546225,97.24619896,15.31999969,130.2268969,16.10645623,8.296543044,26.84745519,122306000,6771600,120963000,15303700,11256610,10061584,2177916
8/10/2019,54.09468079,95.22786713,16.00333214,128.8310089,15.79316814,8.245768284,26.22868639,54.97697461,96.28387099,16.2626667,130.8156506,16.23160787,8.313113834,26.82814131,54.07780824,95.09161171,15.63333321,128.7835265,15.7166573,8.192898519,26.14286771,54.4369944,96.28387099,15.7246666,130.1699357,15.9834463,8.233179805,26.64241295,111820000,10806300,130173000,25550500,11256610,10061584,2177916
9/10/2019,54.72866821,95.91765594,16.30200005,131.2714081,16.37647232,8.355539004,25.92967007,54.91187522,96.36901858,16.48666763,131.7082116,16.39980728,8.388337492,26.44182021,54.39358996,95.44075233,16.04333305,130.065424,15.86776996,8.152130276,25.87062555,54.72866821,95.95172142,16.08799934,130.5307286,15.96244288,8.254308302,26.44182021,74770400,7273700,103416000,19749900,8713635,17588647,2066920
10/10/2019,55.46632004,97.263237,16.31599998,132.0881042,15.96361139,8.571142364,25.65673047,55.55069376,98.27666394,16.6186676,132.6293635,16.30135172,8.610451615,26.09960777,54.79375425,96.23278057,16.10533333,131.2809462,15.91906543,8.308551394,25.56265162,54.94562181,96.35200651,16.35199928,131.5088532,16.24617082,8.333709885,25.95816841,113013600,10994100,94249500,17654600,5778429,35006390,2881452
11/10/2019,56.94164276,98.90685272,16.52599907,132.6388702,16.0369083,8.558839687,25.58551322,57.28636199,100.4823437,16.73866653,133.9208239,16.37401982,8.641099905,25.69046456,56.00149238,98.67691886,16.45400047,132.4679508,15.90513894,8.457280129,24.78904475,56.15577296,98.81317428,16.4766674,133.0566926,16.23221899,8.629076783,24.8663093,166795600,15076500,127131000,25446000,8593159,16597126,12593069
14/10/2019,56.85968399,99.17086029,17.13066673,132.5154266,16.12681961,8.60100701,26.04950015,57.40449021,99.5285446,17.23666763,133.2181147,16.33436337,8.645025432,26.20095074,56.57040834,98.49808815,16.47533226,132.4869401,16.03309017,8.555721908,25.36636136,56.62585195,98.65989106,16.52666664,132.6483688,16.18841292,8.645025432,25.71437546,96427600,8779000,153075000,13304300,6133901,13394275,3510704
15/10/2019,56.72709274,102.1600342,17.19266701,134.433609,16.25312004,8.574843931,26.0616946,57.28876774,103.5481684,17.33333206,134.6425057,16.27903295,8.611616371,26.18577901,56.62102416,100.3801567,16.94133377,132.7623195,16.03783716,8.512927965,25.8749262,56.9850289,101.2147382,17.18000031,132.9997173,16.03983084,8.564472153,25.99389494,87360000,23379000,96492000,19695700,4200187,9672791,2261310
16/10/2019,56.49808884,101.9215546,17.31666756,133.332077,16.15766905,8.589423019,26.06593026,56.70781672,102.7220769,17.47333336,133.8828416,16.34159501,8.635112634,26.18820952,56.2160448,101.6660668,17.12800026,132.4964323,16.01211638,8.535282854,25.67871128,56.25702518,102.1600064,17.15933228,133.6929118,16.29726793,8.574088695,25.95893532,73903200,11087700,100261500,20751600,5293408,19403660,3034082
17/10/2019,56.71744156,102.4921646,17.46466637,132.6483917,16.1746703,8.757661698,25.98318657,56.92716571,103.531139,17.65200043,134.2911804,16.30526056,8.773339965,26.07338216,56.29317096,102.0919033,17.34466743,132.0121674,16.08319029,8.604018702,25.57826999,56.67163889,102.8328129,17.5,133.8448714,16.27410475,8.622832454,25.76633546,67585200,10818500,71539500,21460600,6121807,16038940,3818774
18/10/2019,56.98985672,102.6710052,17.12999916,130.4833069,16.33904859,8.906704381,26.39372151,57.27190074,103.0627485,17.52000046,132.9427442,16.40352702,8.979336482,26.47774888,56.4787993,102.0748756,17.00666618,129.6761487,16.22405008,8.79571274,25.97870247,56.55111912,102.1941015,17.37999916,132.7148371,16.29185216,8.829041632,26.13906483,97433600,10417400,86247000,32273500,5616903,28121951,3087901
21/10/2019,57.97821808,105.2173386,16.89999962,131.4518433,16.42933589,8.955921583,26.53956952,58.09393128,105.4046889,17.29999924,131.5183216,16.49417061,9.028955038,26.62406122,57.20922811,103.8888109,16.67866707,130.1034261,16.31370191,8.844316617,26.12225714,57.25744011,103.9399124,17.22200012,131.4708391,16.38187865,8.87782968,26.28350564,87247200,12714600,75304500,20078200,5616903,28121951,3087901
22/10/2019,57.84562302,106.2733307,17.03866768,129.495697,16.54955243,8.932579031,26.43489703,58.38560313,106.53733,17.22200012,132.9522071,16.78591672,9.075964474,27.20936324,57.7636586,104.8511313,16.72333336,129.3912415,16.46007998,8.864359482,26.28863974,58.1348986,105.1321601,16.95466614,131.964639,16.78591672,9.001113136,26.80344567,82293600,12549100,69012000,27431000,10003114,27786502,5552505
23/10/2019,58.62184906,106.5543671,16.97866631,130.3218842,16.58726514,8.79890579,26.68713738,58.63631597,106.5799145,17.07600021,130.5212902,16.69614612,9.010916486,26.86439844,58.14936643,105.7453267,16.75666618,128.7740461,16.472373,8.740453245,26.46024197,58.36150359,105.7708742,16.96666718,129.9800308,16.65740298,8.949936318,26.55692982,75828800,8828300,78916500,29844600,5095107,18446160,2348134
24/10/2019,58.71828079,106.4777298,19.97866631,132.8857727,16.59785542,9.123479354,26.97719176,59.01237872,107.014253,20.32866669,133.3415723,16.84022425,9.154919197,27.19746662,58.29159713,105.6601778,19.28000069,131.679788,16.46693632,8.806544667,26.70897536,58.94246821,106.6991522,19.89133263,132.3634947,16.75764418,8.898322011,27.00310645,69275200,8020500,445813500,37029300,6553747,22642488,2798671
25/10/2019,59.44146729,107.3293457,21.87533379,133.6359406,16.39241,9.029483606,27.34998718,59.47762536,107.8573509,22,134.0252763,16.63049309,9.09415058,27.41498578,58.54953264,106.2392764,19.74066734,132.1830674,16.27236794,8.903618262,26.70773126,58.61703015,106.4521808,19.84799957,132.3160096,16.53912807,9.091942904,26.95163391,73477200,9055700,450091500,25959700,6496771,13539957,3954245
27/10/2019,59.44146729,107.3293457,21.87533379,133.6359406,16.50844967,9.048726098,27.23094163,59.47762536,107.8573509,22,134.0252763,16.56447027,9.11654834,27.40212509,58.54953264,106.2392764,19.74066734,132.1830674,16.4724377,9.021912223,27.14213374,58.61703015,106.4521808,19.84799957,132.3160096,16.53846018,9.091312098,27.40212509,73477200,9055700,450091500,25959700,875041,3014841,224405
28/10/2019,60.03689194,107.7381058,21.84733391,136.9214935,16.59235553,9.094717159,27.36934563,60.08510392,108.3342353,22.72266769,138.3268838,16.64866086,9.162884114,27.54139915,59.47521329,107.6444274,21.50666618,136.2757643,16.55616053,9.067766999,27.28008637,59.64395708,107.7892007,21.83600044,137.1208995,16.62251857,9.137519606,27.54139915,96572800,9522200,283054500,35280100,875041,3014841,224405
29/10/2019,58.64836884,107.6699982,21.08133316,135.6300659,16.67907575,9.315197806,28.43138614,60.2056415,108.5130977,21.62000084,137.2158809,16.87841891,9.39742505,28.52011695,58.47480641,107.2527074,20.98333359,135.459132,16.61464084,9.156774852,27.48123244,60.01761216,107.3548974,21.3326664,136.8170545,16.61866864,9.178363763,27.48123244,142839600,9797300,190264500,20589500,7116284,25768505,5064173
30/10/2019,58.64113235,107.0738678,21.00066757,137.320343,16.72223637,9.3718897,29.12045718,59.13290418,107.525224,21.25266647,137.6906829,16.91446106,9.406422334,29.21352619,58.1469549,106.3840532,20.66466713,135.5920806,16.65057092,9.252768947,28.13870237,59.00272777,107.3463851,20.86666679,136.2852924,16.70281359,9.377592128,28.76110433,124522000,8513700,144627000,18496600,6005683,16341366,5195136
31/10/2019,59.9669838,106.3840561,20.99466705,136.1428833,16.45664856,9.264654666,29.29470238,60.06582076,107.0738707,21.26666641,137.6242432,16.90540003,9.424723301,29.49218234,57.19475221,105.4813436,20.86666679,135.7820485,16.41317792,9.247888692,28.87328533,59.60056975,106.8694778,20.87333298,137.5957567,16.82247044,9.388976613,29.04107822,139162000,11589100,76005000,24605100,6608853,19463741,4879261
1/11/2019,61.66890717,108.8367157,20.88733292,136.475235,16.59106833,9.220117435,28.41534866,61.69542064,108.9985186,21.09866714,137.1399459,16.64057129,9.251127469,29.3720392,60.06342231,107.3208311,20.65333366,135.7630417,16.4244944,9.119493245,28.33917628,60.155024,107.4741225,21.08799934,136.9880078,16.57701936,9.208093463,29.23002055,151125200,11682600,95758500,33128400,5756130,13904301,4172620
4/11/2019,62.07388687,109.7053528,21.16466713,137.2633514,16.65571324,9.28476865,28.50956302,62.15826062,110.2163154,21.46266747,137.6906644,16.83279457,9.36980362,28.96762365,61.56283314,109.483924,20.61733246,136.8930116,16.55067759,9.204829282,28.33998249,62.03290282,109.9267686,20.98666763,137.5292357,16.78498877,9.337318313,28.67914355,103272000,9159900,131805000,16912000,4967588,14063434,2646411
5/11/2019,61.98469925,109.9438095,21.14800072,137.1779175,16.57670142,9.155492648,28.41560127,62.24022614,110.9657478,21.56733322,137.7096861,16.64758268,9.292448543,28.53368378,61.78943828,109.7223807,21.07466698,136.6556396,16.43694691,9.115639693,27.99165994,61.96541004,110.1907728,21.30800056,137.6622037,16.59676197,9.255442589,28.35300916,79897600,13747600,104151000,18250200,6183905,12685356,2693475
6/11/2019,62.01120377,110.1141205,21.77199936,136.7980652,16.83095114,9.090495417,28.28515029,62.07146967,110.5739881,21.78133392,137.2348834,16.86242556,9.16366795,28.57336607,61.56041597,109.500955,20.96666718,135.9814164,16.44789716,9.049949924,28.16236805,61.89790357,109.5946334,21.20000076,137.0924361,16.64076236,9.139910898,28.43378142,75864400,11231100,119113500,16575800,6065168,14625505,2540719
7/11/2019,62.72689056,110.7102814,22.36933327,136.9879913,16.9003442,9.226975132,28.20266251,62.94933817,111.8088623,22.76666641,137.5767476,16.9805864,9.25480835,28.4497983,62.40772949,110.6421504,21.86800003,136.522701,16.71712517,9.059970759,28.07167153,62.5600567,111.0764707,21.94266701,136.5891649,16.86423587,9.077683651,28.4497983,94940400,13528900,217009500,17786700,8481517,14084039,1915598
8/11/2019,62.89858246,111.0338821,22.47599983,138.6022797,16.70344198,9.095872454,27.3427193,62.97111573,111.0509051,22.49733353,138.6307662,16.85509828,9.184911511,28.10846368,62.10309979,110.0715503,22.16666794,136.5131683,16.64823356,9.069443683,27.26633823,62.54798775,110.6080734,22.29999924,136.7220794,16.74867303,9.117896569,28.10846368,69986400,9293400,91038000,16732700,6625748,12019353,2788759
11/11/2019,63.39665985,110.6421356,23.00600052,138.7447357,16.82516425,8.984493656,26.97043962,63.46193979,110.7954335,23.27933311,139.0391066,16.87505108,9.088005985,27.45889797,62.44884999,110.1567204,22.79999924,137.4342956,16.63559431,8.951457484,26.84270951,62.45368308,110.3696248,22.93000031,138.0135466,16.66286642,9.05559905,27.40754893,81821200,8679000,149800500,14362600,7143305,11357841,2983768
12/11/2019,63.33862305,109.9949036,23.32866669,139.6563568,16.77873849,8.959702695,26.89601994,63.53931071,111.2382577,23.3579998,140.1311523,16.82848767,9.062929402,27.38313049,63.08716947,109.8671532,22.93600082,138.6972606,16.58969162,8.92675768,26.76864228,63.23948933,110.3951648,23.12666702,138.9061718,16.61688849,9.030611888,27.33192314,87388800,9099000,110391000,18641600,7143305,11357841,2983768
13/11/2019,63.94548798,109.4157944,23.0739994,139.8842163,16.63534385,9.212433044,27.81003594,64.02044145,109.7053541,23.75533295,140.0266636,16.80003647,9.234959054,27.87641381,63.12341263,108.5130821,23.01199913,138.906139,16.58309079,8.947754723,27.03646997,63.13791927,109.1177361,23.66666794,139.3429571,16.6935474,8.947754723,27.03646997,102734400,8023300,126301500,16919200,4646748,25225749,3823365
14/11/2019,63.5030365,109.5180206,23.29000092,140.5964203,16.76718088,9.106812366,27.90184281,64.04463783,109.7224005,23.58933258,140.9287829,16.80798302,9.22416856,27.9424858,63.37246926,108.6578786,22.86066628,139.5898563,16.54737309,9.063542932,27.26551496,63.77141693,108.768593,23.0739994,139.6088522,16.63424414,9.189304153,27.78372168,89182800,8483400,96973500,19729800,5527609,14258133,2995915
15/11/2019,64.2574234,110.3100052,23.47800064,142.4101715,16.86323809,9.180876076,27.68924669,64.26225649,110.3100052,23.52000046,142.4291674,16.95692976,9.280434212,28.16103862,63.59250803,109.3476733,23.22400093,140.7958696,16.77350428,9.13281327,27.61666403,63.75450146,110.0545174,23.37599945,141.4225887,16.94175397,9.148418369,27.96366304,100206400,10163600,72135000,23485700,4639506,15691605,2724180
18/11/2019,64.58139038,111.238266,23.3326664,142.7615204,16.71214517,9.139912517,27.50657921,64.66117694,111.2638135,23.54333305,142.9609409,16.94255576,9.307777624,27.95573536,63.887462,109.8501384,23.07333374,141.4700759,16.66778297,9.116110505,27.45738149,64.26706246,110.3355536,23.52799988,142.5051412,16.91011336,9.224158244,27.83625697,86703200,8749300,66006000,21534000,4565146,14076051,1611089
19/11/2019,64.38555145,111.2042313,23.96800041,142.8090057,16.78889541,9.426397362,26.86099354,64.79900573,111.7748135,23.99933243,143.7016237,16.82981464,9.458552652,27.44500938,64.16794433,110.8635764,23.18666649,142.6285811,16.64633633,9.146992687,26.81259014,64.77482552,111.5533976,23.45000076,143.2743106,16.70177669,9.159479693,27.42399362,76167200,8824500,115872000,23935700,5285289,30176255,2975313
20/11/2019,63.6360054,110.3951874,23.48133278,142.561264,16.82770507,9.674342251,26.88925119,64.33476692,111.2382804,24.07999992,143.7237084,16.95457165,9.829054394,27.22655377,62.96141671,109.8075692,23.30466652,141.4560012,16.74378823,9.646525729,26.71007816,64.20420708,110.9657696,24,143.2187137,16.82308004,9.720599916,27.06013323,106234400,11782800,100876500,25696800,5527129,43538120,2894129
21/11/2019,63.35070801,110.65065,23.65533257,142.4278564,16.97942574,9.622607981,27.04219351,63.83428272,111.3234351,24.05599976,142.7327665,17.02771757,9.737758919,27.15071465,63.15002037,110.1907823,23.60000038,141.4940948,16.78096749,9.565971633,26.90558205,63.756909,110.7102695,23.63400078,142.3516289,16.80610586,9.668919011,26.96431238,121395200,7705500,91650000,18576100,6009763,14897371,2052574
22/11/2019,63.29511642,111.3830414,22.20266724,142.5326843,16.73979639,9.682043643,26.46001014,63.63361737,111.7492436,22.73333359,143.2091946,16.98995062,9.826037902,26.91086677,63.06783564,110.7954363,22,141.7990216,16.70339834,9.62632407,26.31696297,63.49096366,110.8380067,22.67733383,142.9900495,16.98995062,9.654496878,26.78314552,65325200,8167900,253059000,15901800,3844005,22352865,3742049
25/11/2019,64.40489197,111.9791794,22.42266655,144.0953064,16.8139778,9.770531899,26.56958307,64.42181885,112.473119,22.97133255,144.209655,16.92509245,9.790866807,26.61362043,63.47400924,111.4511677,22.29733276,142.8471116,16.72204457,9.704520927,26.19557871,63.51994943,111.7747865,22.95466614,142.9233391,16.72204457,9.705459859,26.4808695,84020400,10068500,185092500,22420900,3946778,15146156,2737010
26/11/2019,63.90198898,112.1324692,21.9279995,144.8575287,16.89048943,9.776440354,26.16231076,64.59591759,112.2602196,22.36666679,145.2291287,16.95274932,9.877321696,26.81743754,63.46918751,111.0168524,21.80666733,144.1810332,16.78318806,9.749809593,26.01402837,64.54272407,112.2602196,22.35133362,144.2191397,16.93552767,9.825627871,26.71453695,105207600,10490700,119211000,24620100,4358001,35330983,6561580
27/11/2019,64.76031494,112.4645996,22.08600044,145.1339111,16.9943989,9.871173241,26.35242185,64.79416871,112.7796939,22.26199913,145.3054122,17.09210573,9.90670053,26.57562661,64.14859332,112.1154333,21.9046669,144.3716503,16.89868479,9.784713151,26.25300537,64.21387324,112.660468,22.07466698,145.1434341,16.96249419,9.808922413,26.32291697,65235600,6607900,83334000,15184400,4790333,9642739,2907521
28/11/2019,64.76031494,112.4645996,22.08600044,145.1339111,16.86755177,9.964825659,26.72303736,64.79416871,112.7796939,22.26199913,145.3054122,17.10417473,9.989102156,26.94236609,64.14859332,112.1154333,21.9046669,144.3716503,16.82355924,9.861728207,26.49984565,64.21387324,112.660468,22.07466698,145.1434341,17.06618045,9.916586676,26.5905375,65235600,6607900,83334000,15184400,6183020,13747479,2924429
29/11/2019,64.61767578,112.2091217,21.99600029,144.2382202,16.92034633,9.737365909,26.29514086,64.79901631,112.7626809,22.08399963,145.1148148,16.98604064,9.930712853,26.70175025,64.29126135,111.9451223,21.83333206,144.1429322,16.61576879,9.716649866,26.19973236,64.46051546,112.3028002,22.0739994,144.9242533,16.82412882,9.930712853,26.70175025,46617600,5712000,36984000,11977300,7783813,18559594,2064271
2/12/2019,63.87055206,111.9621506,22.32466698,142.4945984,16.75712255,9.93489267,25.81940217,64.85946151,113.0437084,22.42533302,144.6670324,16.86568079,10.10991922,26.41536593,63.6988851,111.8599606,21.91266632,141.3226309,16.66246418,9.87540232,25.75488658,64.62250724,112.6775061,21.95999908,144.6479719,16.86568079,10.01943172,26.3169972,94487200,8615600,91117500,27418400,4473102,31225364,3809860
3/12/2019,62.73173141,110.5229034,22.41333389,142.2658844,16.64283888,9.900827777,26.23786711,62.75107116,110.6762013,22.52733231,142.3802184,16.82313377,9.995515348,26.37858702,61.9676825,109.5094767,22.14599991,139.7313738,16.62162801,9.861322578,25.71336562,62.45609029,110.5143919,22.17466736,140.5317555,16.81252752,9.987677599,25.93979612,114430400,10361300,98605500,24066000,3495953,12990426,4664774
4/12/2019,63.28542328,112.7030487,22.20199966,142.7804108,16.51588109,9.691209052,26.46588396,63.66503122,112.8137631,22.52400017,143.0948293,16.58515635,9.845998511,26.51045004,63.02912926,110.7017555,22.19000053,142.1610676,16.28562237,9.572931863,26.0456895,63.12342987,111.0338858,22.51666641,143.0567228,16.52709676,9.817911637,26.14118824,67181600,10318200,82995000,17574700,5697807,20987607,3334301
5/12/2019,64.21389008,113.3162079,22.02466774,142.8566132,16.54639365,9.744647477,27.19220753,64.28885095,113.5291122,22.29466629,143.2282277,16.72107693,9.92623827,27.26271011,63.52480194,112.5667804,21.81666756,142.4278461,16.48196719,9.701605996,26.51346052,63.78109597,112.9925891,22.1886673,142.9709617,16.6792324,9.890108357,26.70125252,74424400,9587400,55869000,17869100,6386247,19942460,3902721
6/12/2019,65.45426178,115.002388,22.39266777,144.5907898,16.57442387,9.783110593,27.25795197,65.52438219,115.6325894,22.59066772,144.7051238,16.75998014,9.865533266,27.31442792,64.6297659,114.6702578,22.31800079,143.1806168,16.47000523,9.69628379,26.96786328,64.67329324,114.7043298,22.33333206,143.8666501,16.61299713,9.771156525,27.26308501,106075600,10170600,114186000,16403500,6887325,13085234,1829461
9/12/2019,64.53788757,114.4658966,22.63533211,144.2191315,16.55596288,9.908107738,26.48380926,65.47601636,115.3600975,22.96333313,145.0290359,16.64787048,9.938349938,27.35141447,64.0518926,114.4658966,22.33866692,143.7903645,16.48403674,9.743665304,26.39447868,65.28258942,114.6532535,22.43933296,143.9428195,16.64320884,9.804465138,27.35141447,128042400,8498200,135346500,16687400,4132675,12642677,2244747
10/12/2019,64.91505432,114.5425644,23.25600052,144,16.71981202,9.88630105,25.99106774,65.29949523,114.7725048,23.38199997,144.7241395,16.77534433,9.960039277,26.61087271,64.28156542,113.1629481,22.6206665,143.647446,16.6609344,9.836930974,25.86710738,64.94406762,113.4780424,22.66399956,144.1524405,16.73988382,9.95022847,26.59989577,90420400,7532900,132424500,16476100,4894450,10173333,4520045
11/12/2019,65.46875,114.2700272,23.51333237,144.5431061,16.69805616,9.882212939,26.34768915,65.54854395,114.9853957,23.81266785,144.7050841,16.7682582,9.958745199,26.42640028,64.91989544,114.1252537,23.40600014,143.2377445,16.61448231,9.807577287,25.89413026,64.99484892,114.3637056,23.45866776,144.3906511,16.71610779,9.839202334,26.13478114,78756800,9011900,103467000,18856600,5527321,12364641,4943024
12/12/2019,65.63558197,117.5402451,23.97866631,146.010498,16.963685,9.958263251,26.1802037,65.90154949,117.9234703,24.18266678,146.2010596,17.04222025,9.994141696,26.9931111,64.63458633,114.2955846,23.54866791,143.8952313,16.82138154,9.8849193,25.70217404,64.74580643,114.5340365,23.66133308,144.4954995,16.82138154,9.971281056,26.57143734,137310400,13717400,116458500,24612100,6456574,10326606,7137306
13/12/2019,66.52780914,116.5097733,23.89266777,147.2396545,17.00777527,10.07574326,26.89689133,66.56407578,118.230044,24.34733391,147.5826712,17.12216075,10.12093779,26.97675289,65.5074659,116.0073221,23.64266777,145.6198593,16.94587286,10.00890709,26.06255203,65.63561295,117.4806166,24.06999969,145.7818373,17.02325128,10.05728336,26.27032524,133587600,10592100,98563500,23845400,5887593,12668303,5711133
16/12/2019,67.66661072,116.9611282,25.43333244,148.1924133,16.88940244,9.953774218,27.56715845,67.89147858,118.2385543,25.5739994,148.5449528,17.05932438,10.1272307,27.68705793,66.97026928,116.9441052,24.16666794,147.5159178,16.76649438,9.93947828,26.96506927,66.97510237,117.8468176,24.17000008,147.7922298,17.04924998,10.11515893,27.1685737,128186000,11372000,272613000,24144200,5663788,11892718,5574177
17/12/2019,67.79959106,117.6764755,25.26600075,147.3920593,17.01836593,9.896583493,27.97071159,68.12841832,118.0937727,25.70000076,148.363942,17.06790507,9.999811029,28.0230374,67.4103096,116.8674417,25.05999947,147.1633768,16.80749403,9.851302546,27.3770476,67.59649058,117.2932503,25.26600075,148.1161989,16.86975177,9.922231845,27.47394607,114158400,11546800,127452000,25425600,6213677,20324601,6059673
18/12/2019,67.6375885,117.5572815,26.20999908,147.0871887,17.2313221,9.938593736,27.89107347,68.15985004,118.3918761,26.34799957,148.1448222,17.31998903,9.964766691,28.35040225,67.48768153,117.2847706,25.37199974,146.9061501,16.98198957,9.851244739,27.70129452,67.65209515,117.6509599,25.37533379,147.0204987,17.10665583,9.857551374,27.97148829,116028400,10381500,211815000,24129200,8723586,14742077,8251081
19/12/2019,67.70529175,116.9696884,26.93600082,148.3639679,17.23847808,10.18585184,28.7707275,67.98576596,117.7105916,27.12333298,148.4211349,17.46185,10.21716994,28.86688529,67.44658489,116.756784,26.43333244,146.4964298,17.20236297,9.944484485,27.97693656,67.57956498,117.3188418,26.48800087,146.7346354,17.4551622,9.956505087,28.13504939,98369200,9350400,271606500,24958900,6509188,20507816,6251505
20/12/2019,67.56505585,116.8759689,27.03933334,149.9837646,17.28745015,10.08413611,28.59756224,68.34119115,118.2726209,27.53333282,151.0128145,17.32611294,10.20048388,28.90374939,67.3522818,116.5864092,26.67933273,148.9165938,17.06547563,10.06521741,28.40909155,68.2396446,117.5402294,27.35266685,149.9265976,17.18146235,10.18440328,28.56025506,275978000,29992600,221290500,53477500,7513022,21271510,5548338
23/12/2019,68.66762543,116.8419189,27.94799995,149.9837646,17.41202059,9.937180385,28.79109807,68.72807228,117.4465731,28.13400078,150.6602604,17.43341095,9.976070915,28.92333303,67.78993594,116.5694081,27.33333206,149.8503701,17.23020007,9.851176965,28.51114761,67.82862281,117.1825737,27.45199966,150.6602604,17.36656505,9.865721232,28.51114761,98572000,9738400,199794000,17718200,5097891,25107772,2247329
24/12/2019,68.73288727,117.1655426,28.35000038,149.9551239,17.18969471,9.753761653,28.50844973,68.88280162,117.2081261,28.36466789,150.2695569,17.34903692,9.915225447,28.86808583,68.40648025,116.7226978,27.5126667,149.7073809,17.16035864,9.728847681,28.45118842,68.8344412,116.9526382,27.89066696,150.0503974,17.31570159,9.895357929,28.80953969,48478800,3324300,120820500,8989200,3589604,18048449,1805896
26/12/2019,70.09658051,118.4088745,28.72933388,151.1842804,16.86236856,9.513928657,28.20238819,70.11350739,118.4599825,28.89866638,151.2414474,17.1464058,9.749673246,28.54884292,68.83687032,117.3358413,28.42333221,149.9741923,16.78538757,9.480967983,28.11593476,68.86588362,117.4295197,28.52733231,150.1266473,17.11786906,9.678730349,28.38746194,93121200,6770900,159508500,14520600,7474879,29761019,1880367
27/12/2019,70.06998444,118.4940338,28.69199944,151.4606323,16.97965036,9.715678168,28.25287495,71.07824112,119.0305569,29.02066612,152.022794,17.03291985,9.739930084,28.61141598,69.66378338,118.0937726,28.40733337,150.7555386,16.9130635,9.583078545,27.96372795,70.38914557,118.6302957,29,151.9275059,16.93969824,9.618984197,28.37495924,146266000,7868200,149185500,18412800,3546496,17677571,2720261
